range_start	range_stop	omega	kappa	window_size
1	11	0.46154	18.14387	10
2	12	0.61423	17.84487	10
3	13	2.35652	53.10014	10
4	14	3.42158	41.54425	10
5	15	999.00000	1.99047	10
6	16	3.11034	3.56844	10
7	17	0.14606	10.84552	10
8	18	0.13270	3.07500	10
9	19	0.22417	1.02107	10
10	20	0.15219	1.97072	10
11	21	0.48821	0.74659	10
12	22	0.64180	0.89384	10
13	23	0.51343	0.45771	10
14	24	0.53778	0.92659	10
15	25	0.59682	1.03990	10
16	26	0.71695	0.27045	10
17	27	0.84892	0.24107	10
18	28	1.32893	21.12807	10
19	29	0.80435	60.99051	10
20	30	0.31520	10.05447	10
21	31	0.25276	9.14987	10
22	32	0.15674	7.71925	10
23	33	0.16726	6.59376	10
24	34	0.15985	5.66467	10
25	35	0.10878	6.23596	10
26	36	0.23977	2.94510	10
27	37	0.47250	0.00010	10
28	38	0.24475	0.00010	10
29	39	0.22580	0.00010	10
30	40	0.84690	0.00010	10
31	41	1.04889	0.00010	10
32	42	0.45678	0.95534	10
33	43	0.38417	1.17345	10
34	44	0.32805	1.60657	10
35	45	0.26695	1.18075	10
36	46	0.24619	1.30395	10
37	47	0.22157	1.66653	10
38	48	0.20064	1.55278	10
39	49	0.13570	1.53068	10
40	50	0.14303	1.08245	10
41	51	0.07900	1.59600	10
42	52	0.13236	1.00534	10
43	53	0.17142	0.69267	10
44	54	0.01243	1.57376	10
45	55	0.02006	1.67829	10
46	56	0.02833	3.09549	10
47	57	0.14115	2.78328	10
48	58	0.43415	1.97070	10
49	59	0.63404	2.80337	10
50	60	0.36246	4.51919	10
51	61	0.28513	3.72026	10
52	62	0.20199	3.02042	10
53	63	0.05571	2.99809	10
54	64	0.09713	2.38788	10
55	65	0.15107	1.50942	10
56	66	0.13260	1.39369	10
57	67	0.00743	1.62991	10
58	68	0.11797	1.15189	10
59	69	0.08181	0.74704	10
60	70	0.13810	1.07315	10
61	71	0.02816	0.96432	10
62	72	0.02701	0.65443	10
63	73	0.03800	0.82665	10
64	74	0.10254	0.90042	10
65	75	0.14417	1.39498	10
66	76	0.07367	2.87529	10
67	77	0.40732	2.37693	10
68	78	0.22436	1.22443	10
69	79	0.70680	4.97346	10
70	80	0.38441	5.62052	10
71	81	0.32220	4.38543	10
72	82	0.33437	3.57658	10
73	83	0.39595	2.88214	10
74	84	0.31169	3.34586	10
75	85	0.34686	3.21264	10
76	86	0.49562	2.38126	10
77	87	0.12392	3.54954	10
78	88	0.04751	6.52599	10
79	89	0.06655	4.14952	10
80	90	0.04344	8.41230	10
81	91	0.20822	9.37621	10
82	92	0.19852	8.43667	10
83	93	0.13971	7.08712	10
84	94	0.07590	10.56831	10
85	95	0.07933	7.75257	10
86	96	0.07477	7.52188	10
87	97	nan	nan	10
88	98	nan	nan	10
89	99	nan	nan	10
90	100	0.01220	999.00000	10
91	101	1.00000	1.00000	10
92	102	0.02867	999.00000	10
93	103	nan	nan	10
94	104	nan	nan	10
95	105	999.00000	7.99841	10
96	106	6.21304	21.45508	10
97	107	4.55562	20.82240	10
98	108	4.44588	21.33133	10
99	109	3.35831	17.47043	10
100	110	0.88519	2.04453	10
101	111	0.41403	1.15738	10
102	112	1.02717	1.55314	10
103	113	0.73385	0.97079	10
104	114	0.92339	1.78022	10
105	115	0.28466	1.05732	10
106	116	0.04311	1.60623	10
107	117	0.21716	1.01352	10
108	118	0.24842	0.84219	10
109	119	0.23403	1.02103	10
110	120	0.24141	1.37605	10
111	121	0.27873	1.61314	10
112	122	0.15321	2.01054	10
113	123	0.16607	1.99173	10
114	124	0.14102	1.78563	10
115	125	0.18655	2.25389	10
116	126	0.19654	1.91797	10
117	127	0.13550	2.15650	10
118	128	0.08191	2.83662	10
119	129	0.07578	1.57791	10
120	130	0.06656	1.79100	10
121	131	0.09777	1.37057	10
122	132	0.06135	1.01171	10
123	133	0.04800	0.97276	10
124	134	0.16382	1.26038	10
125	135	0.15912	1.28748	10
126	136	0.30913	1.28033	10
127	137	0.23078	1.35276	10
128	138	0.28177	1.11030	10
129	139	0.45332	0.86573	10
130	140	0.88897	0.47062	10
131	141	1.08030	1.20234	10
132	142	0.42214	1.55240	10
133	143	0.47009	1.35406	10
134	144	0.01736	0.41476	10
135	145	0.01152	0.46352	10
136	146	0.00579	0.50436	10
137	147	0.00678	0.52326	10
138	148	0.00875	0.55455	10
